iter	Logloss
835	0.2162682812
836	0.2161787335
837	0.2161062041
838	0.2160905018
839	0.2160831193
840	0.2160539593
841	0.2159456968
842	0.2159045585
843	0.2158842578
844	0.2157908234
845	0.2156971855
846	0.2155810629
847	0.2155310675
848	0.2154174751
849	0.2153475376
850	0.2152612168
851	0.2151852257
852	0.2150600982
853	0.2148881942
854	0.2148158928
855	0.2146942883
856	0.2145806572
857	0.2145031907
858	0.2144652629
859	0.2144044074
860	0.2143887561
861	0.2142913143
862	0.2142430798
863	0.2141689217
864	0.2140600863
865	0.2140325645
866	0.2139336094
867	0.2137835922
868	0.2136835982
869	0.2136481494
870	0.2135424607
871	0.2134862136
872	0.2133539234
873	0.2132321926
874	0.2131630567
875	0.2131048701
876	0.2130731687
877	0.2130024297
878	0.2129275385
879	0.2128386843
880	0.2127253469
881	0.2126592565
882	0.2126247923
883	0.2125982024
884	0.2125397948
885	0.2124945247
886	0.212462462
887	0.2124366144
888	0.2123626735
889	0.2123009749
890	0.2122760635
891	0.212202203
892	0.2121703973
893	0.2121413409
894	0.2119313005
895	0.2118746226
896	0.2118407234
897	0.2117694988
898	0.211585002
899	0.2114752058
900	0.2113854719
901	0.2112477768
902	0.2111890114
903	0.2110826319
904	0.2109599572
905	0.2108608574
906	0.2108184271
907	0.2107280141
908	0.2107041864
909	0.2106340893
910	0.2105387559
911	0.2105083348
912	0.2104422764
913	0.2104267519
914	0.2101875889
915	0.2101327315
916	0.2100438199
917	0.2098959009
918	0.2098719661
919	0.2097876559
920	0.2095736376
921	0.2094996061
922	0.2093658359
923	0.2092418074
924	0.2092014871
925	0.2091838165
926	0.2091357355
927	0.2090917296
928	0.2090239156
929	0.2089095531
930	0.2088014372
931	0.2087102362
932	0.2086663987
933	0.2085941867
934	0.208511233
935	0.2083860714
936	0.2082300923
937	0.2080787398
938	0.2080316475
939	0.2079423363
940	0.2079060887
941	0.207751903
942	0.2076445848
943	0.2075953315
944	0.2075769861
945	0.2073438529
946	0.2072896097
947	0.2071608156
948	0.2069847313
949	0.2069637174
950	0.2068749773
951	0.2068519679
952	0.2068005193
953	0.2066848609
954	0.2066694604
955	0.2065812028
956	0.2064958098
957	0.2064445732
958	0.2063734773
959	0.2062690426
960	0.2062135248
961	0.2061194015
962	0.2060258372
963	0.2058293871
964	0.20575267
965	0.2055958272
966	0.205567489
967	0.2054518595
968	0.2054175406
969	0.2053018145
970	0.2051918106
971	0.205140289
972	0.2050818789
973	0.204950926
974	0.2048032378
975	0.2047804533
976	0.2047083907
977	0.2046297291
978	0.2046039631
979	0.2044859391
980	0.2043068193
981	0.2042203284
982	0.204163227
983	0.2040837514
984	0.2040067888
985	0.2039556662
986	0.2038711274
987	0.203739103
988	0.2036653723
989	0.2036422675
990	0.2034972119
991	0.203392357
992	0.2032845341
993	0.2031295434
994	0.2030479881
995	0.2029449379
996	0.2027741732
997	0.2026972756
998	0.2026490598
999	0.2024732041
